NDC,cluster,Major_Class,Acute_Chronic,Prod_Form
78038566,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78038666,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78040134,1,ONCOLOGICS,ACUTE,ORALS
78040505,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78040605,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78040905,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78041420,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78041520,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78041720,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78042315,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78042405,1,ADHD,CHRONIC,ORALS
78043005,1,ADHD,CHRONIC,ORALS
78043105,1,ADHD,CHRONIC,ORALS
78043205,1,ADHD,CHRONIC,ORALS
78043305,1,ADHD,CHRONIC,ORALS
78043405,1,ADHD,CHRONIC,ORALS
78043905,1,ADHD,CHRONIC,ORALS
78044005,1,ADHD,CHRONIC,ORALS
78044105,1,ADHD,CHRONIC,ORALS
78045605,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78045705,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78046815,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78046915,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78047015,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78047134,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78047234,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78048815,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78048915,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78049015,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78049115,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78049305,1,ADHD,CHRONIC,ORALS
78050115,1,ANTI-ALZHEIMERS,CHRONIC,INSERTS/IMPLANTS
78050215,1,ANTI-ALZHEIMERS,CHRONIC,INSERTS/IMPLANTS
78050315,1,ANTI-ALZHEIMERS,CHRONIC,INSERTS/IMPLANTS
78050883,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78050905,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78051005,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78051105,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78051205,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78052651,1,ONCOLOGICS,ACUTE,ORALS
78052687,1,ONCOLOGICS,ACUTE,ORALS
78054505,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78056651,1,ONCOLOGICS,ACUTE,ORALS
78056661,1,ONCOLOGICS,ACUTE,ORALS
78056751,1,ONCOLOGICS,ACUTE,ORALS
78056845,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
78059251,1,ONCOLOGICS,ACUTE,ORALS
78059287,1,ONCOLOGICS,ACUTE,ORALS
78059451,1,ONCOLOGICS,ACUTE,ORALS
78060715,1,MULTIPLE SCLEROSIS,CHRONIC,ORALS
78060805,1,ADHD,CHRONIC,ORALS
78060905,1,ADHD,CHRONIC,ORALS
78062051,1,ONCOLOGICS,ACUTE,ORALS
78062651,1,ONCOLOGICS,ACUTE,ORALS
78062751,1,ONCOLOGICS,ACUTE,ORALS
78062851,1,ONCOLOGICS,ACUTE,ORALS
78063035,1,ANTIBACTERIALS,ACUTE,INHALANTS
78063941,1,IMMUNOLOGY,CHRONIC,INJECTABLES
78063968,1,IMMUNOLOGY,CHRONIC,INJECTABLES
78063997,1,IMMUNOLOGY,CHRONIC,INJECTABLES
78063998,1,IMMUNOLOGY,CHRONIC,INJECTABLES
78064930,1,ONCOLOGICS,ACUTE,ORALS
78065415,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78065515,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78065615,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
78065920,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78065967,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78066615,1,ONCOLOGICS,ACUTE,ORALS
78066815,1,ONCOLOGICS,ACUTE,ORALS
78067066,1,ONCOLOGICS,ACUTE,ORALS
78067119,1,ONCOLOGICS,ACUTE,ORALS
78067301,1,ONCOLOGICS,ACUTE,ORALS
78068166,1,ONCOLOGICS,ACUTE,ORALS
78068266,1,ONCOLOGICS,ACUTE,ORALS
78068415,1,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
78068515,1,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
78068615,1,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
78068715,1,THROMBOPOIETIN AGONISTS,CHRONIC,ORALS
78069620,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78069667,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78069819,1,ONCOLOGICS,ACUTE,ORALS
78069899,1,ONCOLOGICS,ACUTE,ORALS
78073461,1,IMMUNOLOGY,CHRONIC,INJECTABLES
78077720,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78077767,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78081181,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78081881,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78082581,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
78086001,1,ONCOLOGICS,ACUTE,ORALS
78086742,1,ONCOLOGICS,ACUTE,ORALS
78087463,1,ONCOLOGICS,ACUTE,ORALS
78092361,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
85057502,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85057505,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85092401,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85092402,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
85113301,1,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85116801,1,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85126401,1,"ALLERGY, SYSTEMIC & NASAL",CHRONIC,ORALS
85128801,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
85132201,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,ORALS
85132801,1,SYST ANTIFUNGALS,ACUTE,ORALS
85134101,1,RESPIRATORY AGENTS,CHRONIC,LUNG
85134102,1,RESPIRATORY AGENTS,CHRONIC,LUNG
85134106,1,RESPIRATORY AGENTS,CHRONIC,LUNG
85134107,1,RESPIRATORY AGENTS,CHRONIC,LUNG
85146102,1,RESPIRATORY AGENTS,CHRONIC,LUNG
85432001,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
85432402,1,SYST ANTIFUNGALS,ACUTE,ORALS
85433301,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85433401,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85435001,1,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85435101,1,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
85461001,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85461005,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85720601,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
85720607,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
87606005,1,ANTIDIABETICS,CHRONIC,ORALS
87606313,1,ANTIDIABETICS,CHRONIC,ORALS
87606413,1,ANTIDIABETICS,CHRONIC,ORALS
87607005,1,ANTIDIABETICS,CHRONIC,ORALS
87607111,1,ANTIDIABETICS,CHRONIC,ORALS
88216130,1,IMMUNOLOGY,CHRONIC,ORALS
88221900,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88221905,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88222033,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88250033,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88250205,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88502005,1,ANTIDIABETICS,CHRONIC,INJECTABLES
88502101,1,ANTIDIABETICS,CHRONIC,INJECTABLES
131181067,1,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
131247735,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247760,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247835,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247860,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247935,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131247960,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131248035,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131248060,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131541070,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
131541071,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
140000401,1,OTHER CNS,CHRONIC,ORALS
140000501,1,OTHER CNS,CHRONIC,ORALS
140000601,1,OTHER CNS,CHRONIC,ORALS
145009025,1,DERMATOLOGICS,ACUTE,ORALS
145009125,1,DERMATOLOGICS,ACUTE,ORALS
169183311,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169183411,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169183711,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169255013,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169266015,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169280015,1,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,INJECTABLES
169291115,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169330312,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169368512,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169368712,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169369619,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169406012,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169406013,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169633910,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169643810,1,ANTIDIABETICS,CHRONIC,INJECTABLES
169750111,1,ANTIDIABETICS,CHRONIC,INJECTABLES
173013555,1,MENTAL HEALTH,CHRONIC,ORALS
173038879,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
173044902,1,PAIN,ACUTE,INJECTABLES
173047800,1,PAIN,ACUTE,OTHER SYSTEMICS
173047900,1,PAIN,ACUTE,OTHER SYSTEMICS
173051900,1,OTHER CARDIOVASCULARS,ACUTE,INJECTABLES
173052000,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052100,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173052300,1,PAIN,ACUTE,OTHER SYSTEMICS
173052400,1,PAIN,ACUTE,OTHER SYSTEMICS
173052600,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173052700,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173054700,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173056200,1,PAIN,ACUTE,ORALS
173056504,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173056510,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173059402,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173060002,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060100,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060102,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060200,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173060202,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173063302,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173063310,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064255,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064360,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173064460,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173066300,1,VIRAL HEPATITIS,ACUTE,ORALS
173066518,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067501,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067502,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173067601,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
173068101,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,INHALANTS
173068220,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173068224,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173069500,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069504,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069600,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069604,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069700,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173069704,1,RESPIRATORY AGENTS,CHRONIC,LUNG
173071204,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071215,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173071520,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071522,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071620,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071622,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071720,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071722,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071820,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173071920,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072020,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173072200,1,MENTAL HEALTH,CHRONIC,ORALS
173073500,1,PAIN,ACUTE,ORALS
173073601,1,PAIN,ACUTE,ORALS
173073701,1,PAIN,ACUTE,ORALS
173075400,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075500,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075600,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173075700,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076000,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173076100,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077202,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077402,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077602,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077702,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173077800,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173078100,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
173080913,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173080959,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
173082204,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173082318,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
173082418,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
173083013,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173083113,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
173085910,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173085914,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086118,1,ANTIDIABETICS,CHRONIC,ORALS
173086313,1,ANTIDIABETICS,CHRONIC,ORALS
173086906,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173086910,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087306,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087310,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087410,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087414,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087610,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173087614,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088101,1,RESPIRATORY AGENTS,CHRONIC,INJECTABLES
173088210,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173088214,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
173093308,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173093310,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
173094755,1,MENTAL HEALTH,CHRONIC,ORALS
178050001,1,ALL OTHER UROLOGICAL,ACUTE,ORALS
178090001,1,ALL OTHER UROLOGICAL,ACUTE,ORALS
186037020,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037028,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037220,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186037228,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186077660,1,ANTICOAGULANTS,CHRONIC,ORALS
186077739,1,ANTICOAGULANTS,CHRONIC,ORALS
186077760,1,ANTICOAGULANTS,CHRONIC,ORALS
186091612,1,RESPIRATORY AGENTS,CHRONIC,LUNG
186091706,1,RESPIRATORY AGENTS,CHRONIC,LUNG
186198804,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186198904,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186199004,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
186401001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186402001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186402501,1,ANTI-ULCERANTS,CHRONIC,ORALS
186404001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186405001,1,ANTI-ULCERANTS,CHRONIC,ORALS
186502031,1,ANTI-ULCERANTS,CHRONIC,ORALS
186502054,1,ANTI-ULCERANTS,CHRONIC,ORALS
186504031,1,ANTI-ULCERANTS,CHRONIC,ORALS
186504054,1,ANTI-ULCERANTS,CHRONIC,ORALS
187006301,1,OTHER CNS,CHRONIC,ORALS
187006401,1,OTHER CNS,CHRONIC,ORALS
187006501,1,OTHER CNS,CHRONIC,ORALS
187014230,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014290,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014330,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187014390,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187019201,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
187073030,1,MENTAL HEALTH,CHRONIC,ORALS
187073090,1,MENTAL HEALTH,CHRONIC,ORALS
187073130,1,MENTAL HEALTH,CHRONIC,ORALS
187079530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079542,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079742,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079830,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079842,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187079942,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187099395,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187099445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187149605,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187149825,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
187170405,1,BLOOD COAGULATION,ACUTE,ORALS
187204530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204590,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204630,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204730,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204790,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204830,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187204930,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
187212010,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
187301030,1,OTHER CNS,CHRONIC,ORALS
187301220,1,OTHER CNS,CHRONIC,ORALS
187301330,1,OTHER CNS,CHRONIC,ORALS
187320447,1,ONCOLOGICS,ACUTE,DERMATOLOGICALS
187410010,1,GI PRODUCTS,CHRONIC,ORALS
187442030,1,ANTI-ULCERANTS,CHRONIC,ORALS
187510001,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510102,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187510203,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187511560,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514020,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514050,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514420,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514450,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187514850,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516020,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516220,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516420,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187516445,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517015,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517045,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517215,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187517245,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187540004,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187540008,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
187552560,1,ONCOLOGICS,ACUTE,DERMATOLOGICALS
187552675,1,ONCOLOGICS,ACUTE,ORALS
206886102,1,ANTIBACTERIALS,ACUTE,INJECTABLES
206886202,1,ANTIBACTERIALS,ACUTE,INJECTABLES
259050116,1,GI PRODUCTS,ACUTE,ORALS
259160501,1,PAIN,ACUTE,INJECTABLES
259161001,1,PAIN,ACUTE,INJECTABLES
299590645,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299590825,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591202,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591545,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
299591825,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
310009530,1,RESPIRATORY AGENTS,CHRONIC,ORALS
310009590,1,RESPIRATORY AGENTS,CHRONIC,ORALS
310027110,1,MENTAL HEALTH,CHRONIC,ORALS
310027210,1,MENTAL HEALTH,CHRONIC,ORALS
310027460,1,MENTAL HEALTH,CHRONIC,ORALS
310027510,1,MENTAL HEALTH,CHRONIC,ORALS
310027810,1,MENTAL HEALTH,CHRONIC,ORALS
310027910,1,MENTAL HEALTH,CHRONIC,ORALS
310028060,1,MENTAL HEALTH,CHRONIC,ORALS
310028160,1,MENTAL HEALTH,CHRONIC,ORALS
310028260,1,MENTAL HEALTH,CHRONIC,ORALS
310028360,1,MENTAL HEALTH,CHRONIC,ORALS
310028460,1,MENTAL HEALTH,CHRONIC,ORALS
310048230,1,ONCOLOGICS,ACUTE,ORALS
310072010,1,ONCOLOGICS,ACUTE,INJECTABLES
310075190,1,LIPID REGULATORS,CHRONIC,ORALS
310075290,1,LIPID REGULATORS,CHRONIC,ORALS
310075430,1,LIPID REGULATORS,CHRONIC,ORALS
310075590,1,LIPID REGULATORS,CHRONIC,ORALS
310134930,1,ONCOLOGICS,ACUTE,ORALS
310135030,1,ONCOLOGICS,ACUTE,ORALS
310196930,1,GI PRODUCTS,ACUTE,ORALS
310197030,1,GI PRODUCTS,ACUTE,ORALS
310197039,1,GI PRODUCTS,ACUTE,ORALS
310450012,1,ONCOLOGICS,ACUTE,INJECTABLES
310610030,1,ANTIDIABETICS,CHRONIC,ORALS
310610090,1,ANTIDIABETICS,CHRONIC,ORALS
310610530,1,ANTIDIABETICS,CHRONIC,ORALS
310610590,1,ANTIDIABETICS,CHRONIC,ORALS
310612560,1,ANTIDIABETICS,CHRONIC,ORALS
310613530,1,ANTIDIABETICS,CHRONIC,ORALS
310614530,1,ANTIDIABETICS,CHRONIC,ORALS
310620530,1,ANTIDIABETICS,CHRONIC,ORALS
310621030,1,ANTIDIABETICS,CHRONIC,ORALS
310625030,1,ANTIDIABETICS,CHRONIC,ORALS
310626060,1,ANTIDIABETICS,CHRONIC,ORALS
310627030,1,ANTIDIABETICS,CHRONIC,ORALS
310628030,1,ANTIDIABETICS,CHRONIC,ORALS
310651201,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310652401,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310653004,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310661502,1,ANTIDIABETICS,CHRONIC,INJECTABLES
310662702,1,ANTIDIABETICS,CHRONIC,INJECTABLES
378615146,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
378615149,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
378904005,1,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
378904505,1,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ACUTE,ORALS
406990603,1,MENTAL HEALTH,CHRONIC,ORALS
406990703,1,MENTAL HEALTH,CHRONIC,ORALS
406990803,1,MENTAL HEALTH,CHRONIC,ORALS
406991003,1,MENTAL HEALTH,CHRONIC,ORALS
406991103,1,MENTAL HEALTH,CHRONIC,ORALS
406991601,1,OTHER CNS,ACUTE,ORALS
406991701,1,OTHER CNS,ACUTE,ORALS
409125401,1,PAIN,ACUTE,INJECTABLES
409125601,1,PAIN,ACUTE,INJECTABLES
430017015,1,URINARY INCONTINENCE,CHRONIC,ORALS
430017115,1,URINARY INCONTINENCE,CHRONIC,ORALS
430022014,1,MENTAL HEALTH,CHRONIC,ORALS
430042014,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",CHRONIC,ORALS
430047115,1,OSTEOPOROSIS,CHRONIC,ORALS
430047203,1,OSTEOPOROSIS,CHRONIC,ORALS
430047207,1,OSTEOPOROSIS,CHRONIC,ORALS
430047801,1,OSTEOPOROSIS,CHRONIC,ORALS
430047802,1,OSTEOPOROSIS,CHRONIC,ORALS
