,cluster,Major_Class,Acute_Chronic,Prod_Form
10337043404,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10337090510,3,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10337090544,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009160,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009216,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009260,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009420,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009430,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009471,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009476,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009620,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009630,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009671,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010030,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010160,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010350,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631011901,3,DERMATOLOGICS,ACUTE,OTHER TOPICALS
10631012101,3,DERMATOLOGICS,ACUTE,OTHER TOPICALS
10631012204,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631012251,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
11980022805,2,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
11980022810,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
11980077905,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
11980080103,3,,,
12496010001,5,OTHER CNS,CHRONIC,INJECTABLES
12496030001,5,OTHER CNS,CHRONIC,INJECTABLES
12496075701,4,,,
12496075705,1,PAIN,ACUTE,INJECTABLES
12496120201,5,OTHER CNS,CHRONIC,ORALS
12496120203,1,OTHER CNS,CHRONIC,ORALS
12496120401,5,OTHER CNS,CHRONIC,ORALS
12496120403,2,OTHER CNS,CHRONIC,ORALS
12496120801,5,OTHER CNS,CHRONIC,ORALS
12496120803,1,OTHER CNS,CHRONIC,ORALS
12496121201,5,OTHER CNS,CHRONIC,ORALS
12496121203,4,OTHER CNS,CHRONIC,ORALS
13310014601,3,ANTIBACTERIALS,ACUTE,ORALS
13533013100,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
13533013101,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
13533031801,5,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,ACUTE,INJECTABLES
13551020501,1,ANTI-ULCERANTS,CHRONIC,ORALS
13551021001,1,ANTI-ULCERANTS,CHRONIC,ORALS
14362011103,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
15054004301,5,ONCOLOGICS,ACUTE,INJECTABLES
15054006001,5,,,
15054009001,4,,,
15054012001,5,,,
15054104005,1,GROWTH HORMONES,CHRONIC,INJECTABLES
15054106003,2,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054106004,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054109003,2,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054109004,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054112003,2,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054112004,5,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15584010101,1,HIV ANTIVIRALS,CHRONIC,ORALS
15821050190,1,"OPHTHALMOLOGY, GENERAL",ACUTE,ORALS
16110002660,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110003412,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110003512,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110005212,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110024530,5,DERMATOLOGICS,ACUTE,ORALS
16110024630,5,DERMATOLOGICS,ACUTE,ORALS
16110024730,5,DERMATOLOGICS,ACUTE,ORALS
16110051815,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110051830,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110058780,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110086930,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110086950,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091530,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091560,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091660,5,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16781040060,4,ANTIBACTERIALS,ACUTE,ORALS
16781040360,3,ANTIBACTERIALS,ACUTE,ORALS
17478017130,3,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017224,3,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017324,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017424,1,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478060401,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060430,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060510,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060901,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060930,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
18860072210,4,PAIN,ACUTE,INJECTABLES
18860072310,2,PAIN,ACUTE,INJECTABLES
19515089601,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089611,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089701,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089711,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090001,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090011,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090301,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090311,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090641,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090652,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090852,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090941,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090952,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515091241,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515091252,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
23155026141,3,ONCOLOGICS,ACUTE,INJECTABLES
23594020501,5,ANTI-ULCERANTS,CHRONIC,ORALS
23594021001,5,ANTI-ULCERANTS,CHRONIC,ORALS
23710010070,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
24090047088,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047188,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047388,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047988,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24208029905,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208029910,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208029915,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035305,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035310,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035805,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035810,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208044335,4,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208044605,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208050307,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208050402,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208050405,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208050707,5,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208053920,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OTHER SYSTEMICS
24208062901,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208062902,5,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208081305,4,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208081310,4,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208081605,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24338010013,1,ANTIBACTERIALS,ACUTE,ORALS
24338011260,1,ANTIBACTERIALS,ACUTE,ORALS
24338011413,1,ANTIBACTERIALS,ACUTE,ORALS
24338012203,4,ANTIBACTERIALS,ACUTE,ORALS
24338012213,1,ANTIBACTERIALS,ACUTE,ORALS
24338012403,2,ANTIBACTERIALS,ACUTE,ORALS
24338012413,1,ANTIBACTERIALS,ACUTE,ORALS
24338012603,4,ANTIBACTERIALS,ACUTE,ORALS
24338012613,1,ANTIBACTERIALS,ACUTE,ORALS
24338013013,1,ANTIBACTERIALS,ACUTE,ORALS
24338013213,1,ANTIBACTERIALS,ACUTE,ORALS
24338013402,1,ANTIBACTERIALS,ACUTE,ORALS
24338013610,1,ANTIBACTERIALS,ACUTE,ORALS
24338020012,3,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24338020016,4,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24338053025,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24338053048,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24510005010,5,PAIN,ACUTE,ORALS
24510005860,5,PAIN,ACUTE,ORALS
24510007510,5,PAIN,ACUTE,ORALS
24510010010,5,PAIN,ACUTE,ORALS
24510011010,5,PAIN,ACUTE,ORALS
24510011510,5,PAIN,ACUTE,ORALS
24510011660,5,PAIN,ACUTE,ORALS
24510012010,5,PAIN,ACUTE,ORALS
24510013010,5,PAIN,ACUTE,ORALS
24510014010,5,PAIN,ACUTE,ORALS
24510017460,5,PAIN,ACUTE,ORALS
24510023260,5,PAIN,ACUTE,ORALS
24510029160,5,PAIN,ACUTE,ORALS
24987007501,1,ALL OTHER THERAPEUTICS,ACUTE,ALL OTHERS
24987008730,3,,,
24987009530,3,,,
24987009730,3,,,
24987011114,3,,,
24987024055,3,,,
24987024255,3,,,
24987024256,3,,,
24987024275,1,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24987024956,3,,,
24987024975,3,,,
24987036210,4,,,
24987037710,2,ANTIBACTERIALS,ACUTE,INJECTABLES
24987041200,4,,,
24987044710,4,,,
24987056210,3,,,
24987070060,3,,,
25010021515,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25010030515,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
25010070515,1,IMMUNOLOGY,CHRONIC,ORALS
25010081056,3,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
25010081156,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
25010081256,5,,,
25010081316,3,,,
25010081356,5,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
27437005056,1,LABOUR INDUCERS,ACUTE,ORALS
27437005057,1,LABOUR INDUCERS,ACUTE,ORALS
27437005101,5,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
27437010601,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
27437020311,1,ANTIBACTERIALS,ACUTE,ORALS
27437020511,1,ANTIBACTERIALS,ACUTE,ORALS
27437020602,1,ANTIBACTERIALS,ACUTE,ORALS
27437020603,1,ANTIBACTERIALS,ACUTE,ORALS
27437020702,1,ANTIBACTERIALS,ACUTE,ORALS
27437020703,5,ANTIBACTERIALS,ACUTE,ORALS
27437020808,1,ANTIBACTERIALS,ACUTE,ORALS
27437020811,1,ANTIBACTERIALS,ACUTE,ORALS
27505000401,4,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
27505000405,1,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
27505005036,5,OTHER CNS,CHRONIC,ORALS
27505005096,5,OTHER CNS,CHRONIC,ORALS
27505009060,5,GI PRODUCTS,CHRONIC,ORALS
27505010001,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505010101,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505010201,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505011030,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
27505011130,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
30698003201,1,MENTAL HEALTH,CHRONIC,ORALS
30698006001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698006605,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698006701,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698012105,3,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
30698014301,3,VITAMINS & MINERALS,ACUTE,ORALS
30698014323,1,VITAMINS & MINERALS,ACUTE,ORALS
30698014401,1,VITAMINS & MINERALS,ACUTE,ORALS
30698020230,5,OTHER WOMEN'S HEALTH,CHRONIC,ORALS
30698033701,1,PAIN,ACUTE,ORALS
30698041912,2,MENTAL HEALTH,CHRONIC,ORALS
30698042112,1,MENTAL HEALTH,CHRONIC,ORALS
30698042312,4,MENTAL HEALTH,CHRONIC,ORALS
30698044901,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045301,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045801,5,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045901,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698049301,5,VITAMINS & MINERALS,ACUTE,ORALS
30698091115,5,VITAMINS & MINERALS,ACUTE,ORALS
33332001601,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001602,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001701,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001702,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001801,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001802,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011610,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011611,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011710,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011711,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011810,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011811,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332021920,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031601,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031701,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031702,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031801,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031802,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031901,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031902,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041710,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041711,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041810,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041811,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041910,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041911,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
40076062405,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
40076094955,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
40076095396,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
40076099155,2,"ANTIVIRALS, HERPES",CHRONIC,ORALS
42023010701,4,ANTIBACTERIALS,ACUTE,INJECTABLES
42023010706,5,ANTIBACTERIALS,ACUTE,INJECTABLES
42023011001,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011101,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011201,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011310,5,PAIN,ACUTE,INJECTABLES
42023011410,5,PAIN,ACUTE,INJECTABLES
42023011510,3,PAIN,ACUTE,INJECTABLES
42023011601,1,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011602,5,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011625,5,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011801,3,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
42023011925,3,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
42023012401,1,PAIN,ACUTE,ORALS
42023012501,5,PAIN,ACUTE,ORALS
42195030809,1,PAIN,CHRONIC,ORALS
42195068810,5,PAIN,CHRONIC,ORALS
42211010111,5,PAIN,CHRONIC,ORALS
42211010243,4,PAIN,CHRONIC,"RECTALS,SYST"
42211020129,1,PAIN,ACUTE,ORALS
42211020229,1,PAIN,ACUTE,ORALS
42211020329,1,PAIN,ACUTE,ORALS
42211020429,2,PAIN,ACUTE,ORALS
42211020523,1,PAIN,ACUTE,ORALS
42211020623,1,PAIN,ACUTE,ORALS
42227008105,5,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
42238011112,1,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
42388001114,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388001214,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388001314,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388002326,5,ONCOLOGICS,ACUTE,ORALS
42388002426,5,ONCOLOGICS,ACUTE,ORALS
42388002526,5,ONCOLOGICS,ACUTE,ORALS
42515000101,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
42515000201,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
42747032730,1,ONCOLOGICS,CHRONIC,ORALS
42747060290,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
42747060490,5,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
42847085009,5,PAIN,ACUTE,ORALS
42858012201,5,PAIN,ACUTE,ORALS
42858023401,5,PAIN,ACUTE,ORALS
42858023450,5,PAIN,ACUTE,ORALS
42858033801,5,PAIN,ACUTE,ORALS
42858041616,5,PAIN,ACUTE,ORALS
42998050101,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
42998050303,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
42998097303,3,,,
42998097310,3,,,
42998097403,4,,,
42998097410,3,,,
43068010102,5,MENTAL HEALTH,CHRONIC,ORALS
43068010202,5,MENTAL HEALTH,CHRONIC,ORALS
43068010402,5,MENTAL HEALTH,CHRONIC,ORALS
43068010602,5,MENTAL HEALTH,CHRONIC,ORALS
43068010802,5,MENTAL HEALTH,CHRONIC,ORALS
43068011002,5,MENTAL HEALTH,CHRONIC,ORALS
43068011202,5,MENTAL HEALTH,CHRONIC,ORALS
43068011304,4,MENTAL HEALTH,CHRONIC,ORALS
43068022001,4,OTHER HORMONES,ACUTE,ORALS
43528000201,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000205,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000301,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000305,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43538054090,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538090012,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538090112,1,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538091012,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538091112,1,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538092060,4,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538092090,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538092160,1,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538092190,1,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538094060,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538094160,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43598000451,3,ANTIBACTERIALS,ACUTE,ORALS
43598000452,5,ANTIBACTERIALS,ACUTE,ORALS
43598000453,1,ANTIBACTERIALS,ACUTE,ORALS
43598000614,4,ANTIBACTERIALS,ACUTE,ORALS
43598001251,1,ANTIBACTERIALS,ACUTE,ORALS
43598001252,1,ANTIBACTERIALS,ACUTE,ORALS
43598001253,1,ANTIBACTERIALS,ACUTE,ORALS
43598002028,3,ANTIBACTERIALS,ACUTE,ORALS
43598002040,3,ANTIBACTERIALS,ACUTE,ORALS
43598002114,3,ANTIBACTERIALS,ACUTE,ORALS
44087111501,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087111601,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087111701,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087122501,5,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
44087900501,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087900506,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087903001,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087907001,5,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44118075030,1,VITAMINS & MINERALS,ACUTE,OTHER SYSTEMICS
44206053211,5,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,ACUTE,INJECTABLES
45043000102,4,A05A1 CHOLERETICS+CHOLEKINETIC,ACUTE,ORALS
46028011401,3,,,
46028011402,3,,,
46028011411,4,,,
46028020801,5,,,
47335017795,5,IMMUNOLOGY,ACUTE,INJECTABLES
47335030383,5,ONCOLOGICS,ACUTE,ORALS
47783010101,4,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
47783064401,5,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
47918087490,5,ANTIDIABETICS,CHRONIC,INHALANTS
47918087890,5,ANTIDIABETICS,CHRONIC,INHALANTS
47918088018,5,ANTIDIABETICS,CHRONIC,INHALANTS
47918088236,1,ANTIDIABETICS,CHRONIC,INHALANTS
47918088463,1,ANTIDIABETICS,CHRONIC,INHALANTS
47918089190,5,ANTIDIABETICS,CHRONIC,INHALANTS
47918089463,1,ANTIDIABETICS,CHRONIC,INHALANTS
47918089818,5,ANTIDIABETICS,CHRONIC,INHALANTS
47918090218,5,ANTIDIABETICS,CHRONIC,INHALANTS
49230064551,5,ALL OTHER THERAPEUTICS,ACUTE,ORALS
49281039965,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281039988,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040165,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040188,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040365,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040388,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040565,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040588,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041610,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041650,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041658,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041688,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041710,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041750,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041758,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041788,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041810,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041850,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041858,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041888,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041910,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041950,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041958,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041988,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051600,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051625,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051700,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051725,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051825,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051900,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051925,5,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062515,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062578,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062715,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062778,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
