ndc,cluster,class,acute_chronic,form
10631009471,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009476,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009620,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009630,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631009671,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010030,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010160,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631010350,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631011901,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
10631012101,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
10631012204,99,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
10631012251,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
11980022805,206,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
11980022810,218,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
11980077905,218,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
12496010001,244,OTHER CNS,CHRONIC,INJECTABLES
12496030001,253,OTHER CNS,CHRONIC,INJECTABLES
12496075705,218,PAIN,ACUTE,INJECTABLES
12496120201,218,OTHER CNS,CHRONIC,ORALS
12496120203,96,OTHER CNS,CHRONIC,ORALS
12496120401,218,OTHER CNS,CHRONIC,ORALS
12496120403,96,OTHER CNS,CHRONIC,ORALS
12496120801,218,OTHER CNS,CHRONIC,ORALS
12496120803,248,OTHER CNS,CHRONIC,ORALS
12496121201,218,OTHER CNS,CHRONIC,ORALS
12496121203,127,OTHER CNS,CHRONIC,ORALS
13310014601,218,ANTIBACTERIALS,ACUTE,ORALS
13533013100,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
13533013101,206,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
13533031801,218,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,ACUTE,INJECTABLES
13551020501,218,ANTI-ULCERANTS,CHRONIC,ORALS
13551021001,218,ANTI-ULCERANTS,CHRONIC,ORALS
14362011103,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
15054004301,218,ONCOLOGICS,ACUTE,INJECTABLES
15054104005,96,GROWTH HORMONES,CHRONIC,INJECTABLES
15054106003,150,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054106004,164,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054109003,107,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054109004,219,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054112003,106,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15054112004,128,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
15584010101,89,HIV ANTIVIRALS,CHRONIC,ORALS
15821050190,218,"OPHTHALMOLOGY, GENERAL",ACUTE,ORALS
16110002660,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110003412,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110003512,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110005212,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110024530,99,DERMATOLOGICS,ACUTE,ORALS
16110024630,243,DERMATOLOGICS,ACUTE,ORALS
16110024730,99,DERMATOLOGICS,ACUTE,ORALS
16110051815,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110051830,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110058780,287,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110086930,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110086950,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091530,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091560,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16110091660,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
16781040060,218,ANTIBACTERIALS,ACUTE,ORALS
16781040360,218,ANTIBACTERIALS,ACUTE,ORALS
17478017130,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017224,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017324,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478017424,218,RESPIRATORY AGENTS,CHRONIC,INHALANTS
17478060401,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060430,99,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060510,99,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060901,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
17478060930,206,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
18860072210,218,PAIN,ACUTE,INJECTABLES
18860072310,218,PAIN,ACUTE,INJECTABLES
19515089601,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089611,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089701,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515089711,243,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090001,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090011,99,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090301,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090311,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090641,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090652,243,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090852,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090941,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515090952,99,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515091241,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
19515091252,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
23155026141,218,ONCOLOGICS,ACUTE,INJECTABLES
23594020501,218,ANTI-ULCERANTS,CHRONIC,ORALS
23594021001,218,ANTI-ULCERANTS,CHRONIC,ORALS
23710010070,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
24090047088,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047188,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047388,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24090047988,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24208029905,193,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208029910,206,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208029915,99,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035305,127,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035310,206,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035805,220,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208035810,99,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208044335,127,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208044605,232,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208050307,267,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208050402,142,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208050405,208,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208050707,142,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208053920,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OTHER SYSTEMICS
24208062901,206,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208062902,220,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
24208081305,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208081310,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24208081605,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24338010013,218,ANTIBACTERIALS,ACUTE,ORALS
24338011260,218,ANTIBACTERIALS,ACUTE,ORALS
24338011413,218,ANTIBACTERIALS,ACUTE,ORALS
24338012203,218,ANTIBACTERIALS,ACUTE,ORALS
24338012213,218,ANTIBACTERIALS,ACUTE,ORALS
24338012403,218,ANTIBACTERIALS,ACUTE,ORALS
24338012413,218,ANTIBACTERIALS,ACUTE,ORALS
24338012603,218,ANTIBACTERIALS,ACUTE,ORALS
24338012613,218,ANTIBACTERIALS,ACUTE,ORALS
24338013013,218,ANTIBACTERIALS,ACUTE,ORALS
24338013213,218,ANTIBACTERIALS,ACUTE,ORALS
24338013402,218,ANTIBACTERIALS,ACUTE,ORALS
24338013610,218,ANTIBACTERIALS,ACUTE,ORALS
24338020012,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24338020016,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24338053025,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24338053048,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24510005010,99,PAIN,ACUTE,ORALS
24510005860,218,PAIN,ACUTE,ORALS
24510007510,218,PAIN,ACUTE,ORALS
24510010010,99,PAIN,ACUTE,ORALS
24510011010,99,PAIN,ACUTE,ORALS
24510011510,99,PAIN,ACUTE,ORALS
24510011660,99,PAIN,ACUTE,ORALS
24510012010,99,PAIN,ACUTE,ORALS
24510013010,99,PAIN,ACUTE,ORALS
24510014010,99,PAIN,ACUTE,ORALS
24510017460,218,PAIN,ACUTE,ORALS
24510023260,218,PAIN,ACUTE,ORALS
24510029160,218,PAIN,ACUTE,ORALS
24987007501,218,ALL OTHER THERAPEUTICS,ACUTE,ALL OTHERS
24987024275,218,OTHER CARDIOVASCULARS,CHRONIC,ORALS
24987037710,218,ANTIBACTERIALS,ACUTE,INJECTABLES
25010021515,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25010030515,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
25010070515,206,IMMUNOLOGY,CHRONIC,ORALS
25010081056,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
25010081156,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
25010081356,218,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
27437005056,99,LABOUR INDUCERS,ACUTE,ORALS
27437005057,99,LABOUR INDUCERS,ACUTE,ORALS
27437005101,274,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
27437010601,218,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
27437020311,218,ANTIBACTERIALS,ACUTE,ORALS
27437020511,218,ANTIBACTERIALS,ACUTE,ORALS
27437020602,218,ANTIBACTERIALS,ACUTE,ORALS
27437020603,218,ANTIBACTERIALS,ACUTE,ORALS
27437020702,218,ANTIBACTERIALS,ACUTE,ORALS
27437020703,218,ANTIBACTERIALS,ACUTE,ORALS
27437020808,0,ANTIBACTERIALS,ACUTE,ORALS
27437020811,206,ANTIBACTERIALS,ACUTE,ORALS
27505000401,218,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
27505000405,99,NERVOUS SYSTEM DISORDERS,CHRONIC,INJECTABLES
27505005036,218,OTHER CNS,CHRONIC,ORALS
27505005096,218,OTHER CNS,CHRONIC,ORALS
27505009060,218,GI PRODUCTS,CHRONIC,ORALS
27505010001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505010101,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505010201,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
27505011030,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
27505011130,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
30698003201,218,MENTAL HEALTH,CHRONIC,ORALS
30698006001,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698006605,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698006701,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698012105,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
30698014301,218,VITAMINS & MINERALS,ACUTE,ORALS
30698014323,218,VITAMINS & MINERALS,ACUTE,ORALS
30698014401,218,VITAMINS & MINERALS,ACUTE,ORALS
30698020230,218,OTHER WOMEN'S HEALTH,CHRONIC,ORALS
30698033701,218,PAIN,ACUTE,ORALS
30698041912,218,MENTAL HEALTH,CHRONIC,ORALS
30698042112,218,MENTAL HEALTH,CHRONIC,ORALS
30698042312,218,MENTAL HEALTH,CHRONIC,ORALS
30698044901,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045301,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045801,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698045901,218,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
30698049301,218,VITAMINS & MINERALS,ACUTE,ORALS
30698091115,218,VITAMINS & MINERALS,ACUTE,ORALS
33332001601,234,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001602,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001701,178,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001702,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001801,275,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332001802,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011610,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011611,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011710,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011711,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011810,99,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332011811,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332021920,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031601,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031701,158,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031702,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031801,176,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031802,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031901,28,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332031902,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041710,268,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041711,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041810,167,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041811,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041910,159,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
33332041911,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
40076062405,202,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
40076094955,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
40076095396,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
40076099155,218,"ANTIVIRALS, HERPES",CHRONIC,ORALS
42023010701,218,ANTIBACTERIALS,ACUTE,INJECTABLES
42023010706,218,ANTIBACTERIALS,ACUTE,INJECTABLES
42023011001,218,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011101,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011201,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
42023011310,218,PAIN,ACUTE,INJECTABLES
42023011410,218,PAIN,ACUTE,INJECTABLES
42023011510,218,PAIN,ACUTE,INJECTABLES
42023011601,218,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011602,218,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011625,218,LABOUR INDUCERS,ACUTE,INJECTABLES
42023011801,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
42023011925,218,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,INJECTABLES
42023012401,218,PAIN,ACUTE,ORALS
42023012501,218,PAIN,ACUTE,ORALS
42195030809,218,PAIN,CHRONIC,ORALS
42195068810,218,PAIN,CHRONIC,ORALS
42211010111,218,PAIN,CHRONIC,ORALS
42211010243,218,PAIN,CHRONIC,"RECTALS,SYST"
42211020129,218,PAIN,ACUTE,ORALS
42211020229,218,PAIN,ACUTE,ORALS
42211020329,218,PAIN,ACUTE,ORALS
42211020429,99,PAIN,ACUTE,ORALS
42211020523,218,PAIN,ACUTE,ORALS
42211020623,206,PAIN,ACUTE,ORALS
42227008105,99,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
42238011112,201,"INTERFERONS, EXCL MS MARKET",CHRONIC,INJECTABLES
42388001114,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388001214,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388001314,218,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
42388002326,127,ONCOLOGICS,ACUTE,ORALS
42388002426,208,ONCOLOGICS,ACUTE,ORALS
42388002526,182,ONCOLOGICS,ACUTE,ORALS
42515000101,206,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
42515000201,243,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
42747032730,99,ONCOLOGICS,CHRONIC,ORALS
42747060290,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
42747060490,218,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
42847085009,218,PAIN,ACUTE,ORALS
42858012201,218,PAIN,ACUTE,ORALS
42858023401,218,PAIN,ACUTE,ORALS
42858023450,218,PAIN,ACUTE,ORALS
42858033801,218,PAIN,ACUTE,ORALS
42858041616,218,PAIN,ACUTE,ORALS
42998050101,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
42998050303,218,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
43068010102,218,MENTAL HEALTH,CHRONIC,ORALS
43068010202,99,MENTAL HEALTH,CHRONIC,ORALS
43068010402,99,MENTAL HEALTH,CHRONIC,ORALS
43068010602,99,MENTAL HEALTH,CHRONIC,ORALS
43068010802,99,MENTAL HEALTH,CHRONIC,ORALS
43068011002,99,MENTAL HEALTH,CHRONIC,ORALS
43068011202,206,MENTAL HEALTH,CHRONIC,ORALS
43068011304,218,MENTAL HEALTH,CHRONIC,ORALS
43068022001,218,OTHER HORMONES,ACUTE,ORALS
43528000201,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000205,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000301,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43528000305,142,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
43538054090,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538090012,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538090112,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538091012,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538091112,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538092060,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538092090,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538092160,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538092190,218,DERMATOLOGICS,ACUTE,OTHER TOPICALS
43538094060,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43538094160,218,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
43598000451,218,ANTIBACTERIALS,ACUTE,ORALS
43598000452,218,ANTIBACTERIALS,ACUTE,ORALS
43598000453,218,ANTIBACTERIALS,ACUTE,ORALS
43598000614,218,ANTIBACTERIALS,ACUTE,ORALS
43598001251,218,ANTIBACTERIALS,ACUTE,ORALS
43598001252,218,ANTIBACTERIALS,ACUTE,ORALS
43598001253,218,ANTIBACTERIALS,ACUTE,ORALS
43598002028,218,ANTIBACTERIALS,ACUTE,ORALS
43598002040,218,ANTIBACTERIALS,ACUTE,ORALS
43598002114,218,ANTIBACTERIALS,ACUTE,ORALS
44087111501,214,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087111601,272,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087111701,170,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087122501,257,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
44087900501,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087900506,99,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087903001,272,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44087907001,208,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
44118075030,218,VITAMINS & MINERALS,ACUTE,OTHER SYSTEMICS
44206053211,218,SPEC IMMUNOGLOBULINS & ANTITOXIC SERA,ACUTE,INJECTABLES
45043000102,218,A05A1 CHOLERETICS+CHOLEKINETIC,ACUTE,ORALS
47335017795,250,IMMUNOLOGY,ACUTE,INJECTABLES
47335030383,99,ONCOLOGICS,ACUTE,ORALS
47783010101,220,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
47783064401,68,OTHER HAEMATOLOGICALS,CHRONIC,INJECTABLES
47918087490,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918087890,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918088018,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918088236,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918088463,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918089190,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918089463,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918089818,218,ANTIDIABETICS,CHRONIC,INHALANTS
47918090218,218,ANTIDIABETICS,CHRONIC,INHALANTS
49230064551,99,ALL OTHER THERAPEUTICS,ACUTE,ORALS
49281039965,135,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281039988,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040165,11,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040188,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040365,10,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040388,99,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040565,17,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281040588,99,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041610,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041650,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041658,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041688,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041710,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041750,114,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041758,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041788,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041810,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041850,124,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041858,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041888,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041910,159,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041950,226,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041958,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281041988,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051600,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051625,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051700,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051725,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051825,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051900,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281051925,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062515,0,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062578,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062715,158,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062778,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062915,167,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281062978,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281063115,288,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281063178,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071040,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071048,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071240,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071248,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071810,190,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071888,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071910,105,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49281071988,218,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
49401008801,218,IMMUNOLOGY,ACUTE,INJECTABLES
49401008835,215,IMMUNOLOGY,ACUTE,INJECTABLES
49401008847,182,IMMUNOLOGY,ACUTE,INJECTABLES
